,frequency
hartmarx,7.0
wormald,7.0
mcgill,7.0
chernobyl,7.0
burdett,7.0
phh,7.0
zeeuw,7.0
anhui,7.0
oceania,7.0
agrimont,7.0
halmi,7.0
taipei,7.0
hss,7.0
cuenca,7.0
codelco,7.0
weizsaecker,7.0
veslefrikk,7.0
berliner,7.0
cordero,7.0
gabon,7.0
equimark,7.0
ucl,7.0
carolco,7.0
gec,7.0
hadson,7.0
healthvest,7.0
finanziaria,7.0
amcast,7.0
nugent,7.0
citic,7.0
reord,7.0
camco,7.0
amro,7.0
gholamreza,8.0
nzfp,8.0
gordex,8.0
bregman,8.0
britannia,8.0
eurosterling,8.0
balletto,8.0
norcen,8.0
privatise,8.0
nsc,8.0
chesebrough,8.0
enquiry,8.0
braverman,8.0
orbanco,8.0
jannock,8.0
neoax,8.0
suchard,8.0
belgrade,8.0
mcintyre,8.0
lmfe,8.0
australs,8.0
hoogovens,8.0
fermenta,8.0
ouko,8.0
almir,8.0
northgate,8.0
fidelcor,8.0
cax,8.0
eishiro,8.0
kresge,8.0
fruehauf,8.0
sheldahl,8.0
raytheon,8.0
wallenberg,8.0
arvin,8.0
suez,8.0
bpcc,8.0
seaforth,8.0
almaden,8.0
leahy,8.0
groote,8.0
itoh,8.0
hovnanian,8.0
glatfelter,8.0
wrather,8.0
marietta,8.0
vbi,8.0
britoil,8.0
jucker,8.0
leaseway,8.0
inkey,8.0
shattner,8.0
fekete,8.0
weyerhaeuser,8.0
liberalise,8.0
btr,8.0
brookehill,8.0
unp,8.0
sainsbury,8.0
esselte,8.0
oii,8.0
canamax,8.0
narjes,8.0
fso,8.0
olin,8.0
iida,8.0
bancgroup,8.0
lerner,8.0
cityquest,8.0
cxr,8.0
viermetz,8.0
smithson,8.0
resdel,8.0
buttrose,8.0
sogenal,8.0
panamanian,8.0
zoete,8.0
venalum,8.0
southam,8.0
ranco,8.0
wallenbergs,8.0
valhi,8.0
viratek,8.0
srw,8.0
cip,8.0
bryson,8.0
condere,8.0
carolin,8.0
jpm,8.0
exovir,8.0
dillard,8.0
ssmc,8.0
rgc,8.0
amylum,8.0
iomega,8.0
itj,8.0
kuala,8.0
marcade,8.0
dainippon,8.0
dls,8.0
aircal,8.0
senegal,8.0
kdi,8.0
shc,8.0
gibraltar,8.0
groundnutseed,8.0
mhc,9.0
seidman,9.0
gleske,9.0
avalon,9.0
cruzados,9.0
labatt,9.0
alza,9.0
kuranari,9.0
olivetti,9.0
rca,9.0
porex,9.0
kobena,9.0
francois,9.0
kansai,9.0
cheyenne,9.0
entregrowth,9.0
zondervan,9.0
boschwitz,9.0
bci,9.0
hpr,9.0
norge,9.0
ibp,9.0
frans,9.0
ramon,9.0
mohler,9.0
eurostat,9.0
glynwed,9.0
rilwanu,9.0
hemdale,9.0
nederland,9.0
koether,9.0
ambrit,9.0
hodel,9.0
pwj,9.0
ongpin,9.0
americus,9.0
leucadia,9.0
minpeco,9.0
superdrug,9.0
guillaume,9.0
brasilia,9.0
surinam,9.0
tanaka,9.0
prudhoe,9.0
ufcwu,9.0
labelling,9.0
ksz,9.0
ntt,9.0
jopling,9.0
northair,9.0
borden,9.0
guinn,9.0
amax,9.0
centred,9.0
henan,9.0
fujian,9.0
claremont,9.0
nicaraguan,9.0
medco,9.0
manaspas,9.0
bancorporation,9.0
bigelow,9.0
cojuangco,9.0
nzi,9.0
rockwell,9.0
medtronic,9.0
benequity,9.0
financiere,9.0
rorer,9.0
unisys,9.0
mckesson,9.0
linde,9.0
tektronix,9.0
horick,9.0
loral,9.0
lennar,9.0
asarco,9.0
pcr,9.0
navistar,9.0
coniston,9.0
ansett,9.0
martell,9.0
townsend,9.0
ugandan,9.0
innovex,9.0
uspci,9.0
cepe,9.0
siddeley,9.0
wallis,9.0
otsuki,9.0
hillsdown,9.0
inro,9.0
pentland,10.0
marwick,10.0
channon,10.0
vogtle,10.0
dumez,10.0
bastian,10.0
ammeen,10.0
interfirst,10.0
maxtor,10.0
paralax,10.0
czechoslovakia,10.0
unctad,10.0
fcs,10.0
homestake,10.0
signalled,10.0
intermedics,10.0
mci,10.0
searle,10.0
denwa,10.0
smithkline,10.0
mtbe,10.0
capitalisation,10.0
atco,10.0
denshin,10.0
fendt,10.0
duffour,10.0
arkla,10.0
apea,10.0
galveston,10.0
melnikov,10.0
debartolo,10.0
cgp,10.0
kokusai,10.0
dunham,10.0
sichuan,10.0
equiticorp,10.0
telesis,10.0
enro,10.0
ecgd,10.0
republicbank,10.0
westin,10.0
levitt,10.0
mcdonnell,10.0
callebaut,10.0
trustco,10.0
westlb,10.0
mco,10.0
gardini,10.0
nawg,10.0
zayre,10.0
crossland,10.0
fulfil,10.0
meston,10.0
spartech,10.0
estenssoro,10.0
cacex,10.0
bko,10.0
tandy,10.0
hofer,10.0
norsk,10.0
petroles,10.0
hajime,10.0
degussa,10.0
sandoz,10.0
rafsanjani,10.0
chubb,10.0
mousavi,10.0
rosenbaum,10.0
comibol,10.0
klopfenstein,10.0
stabilised,10.0
phlx,10.0
petromin,10.0
woolworths,10.0
nerco,10.0
affandi,10.0
mikhail,10.0
levon,10.0
henkel,10.0
stauffer,10.0
rostam,10.0
electrospace,11.0
lifo,11.0
bnl,11.0
gluck,11.0
reph,11.0
genova,11.0
lvi,11.0
nortek,11.0
liberalised,11.0
csce,11.0
neco,11.0
hecla,11.0
staley,11.0
zimmerman,11.0
komatsu,11.0
bcw,11.0
instinet,11.0
growmark,11.0
judgement,11.0
biffex,11.0
dreyfus,11.0
multifoods,11.0
huron,11.0
neptunia,11.0
fildes,11.0
interco,11.0
neighbouring,11.0
nmic,11.0
caltex,11.0
buckhorn,11.0
ajinomoto,11.0
hmo,11.0
emhart,11.0
babcock,11.0
grey,11.0
slb,11.0
comite,11.0
ixl,11.0
viner,11.0
amsouth,11.0
heublein,11.0
csx,11.0
annesley,11.0
govett,11.0
privatised,11.0
talyzin,11.0
herrhausen,11.0
harkin,11.0
magellan,11.0
igon,11.0
pechiney,11.0
pcgg,11.0
buitoni,11.0
giordano,11.0
driel,11.0
samuels,11.0
sorg,11.0
bfg,11.0
rhine,11.0
agrio,12.0
schwab,12.0
lusinchi,12.0
evergo,12.0
digiorgio,12.0
novamin,12.0
aristech,12.0
stc,12.0
siegler,12.0
cornelissen,12.0
geodyne,12.0
rhode,12.0
eurofer,12.0
thyssen,12.0
swearingen,12.0
saskatchewan,12.0
keycorp,12.0
bhd,12.0
clabir,12.0
centel,12.0
bolivian,12.0
sperry,12.0
vernitron,12.0
dresdner,12.0
javier,12.0
seton,12.0
saatchi,12.0
geodome,12.0
alleghany,12.0
monfort,12.0
kuroda,12.0
hoare,12.0
irna,12.0
efh,12.0
guangdong,12.0
reorganisation,12.0
hovis,12.0
lsb,12.0
billiton,12.0
hisham,12.0
imatron,12.0
lasmo,12.0
sceptical,12.0
kharg,12.0
cso,12.0
amoskeag,12.0
erbynn,12.0
concepcion,12.0
intercare,12.0
hollinger,12.0
ecolab,12.0
whittaker,12.0
canbra,12.0
soriano,12.0
vernes,13.0
kistler,13.0
datagraphix,13.0
crowley,13.0
eiu,13.0
recognised,13.0
sunter,13.0
fao,13.0
chv,13.0
fahd,13.0
croo,13.0
lyle,13.0
nspa,13.0
fibre,13.0
bethlehem,13.0
delors,13.0
rtz,13.0
lipc,13.0
espinosa,13.0
jefferies,13.0
akron,13.0
comecon,13.0
markka,13.0
slifer,13.0
spc,13.0
corby,13.0
rationalisation,13.0
finalised,13.0
kellogg,13.0
johannesburg,13.0
fertiliser,13.0
shv,13.0
insee,13.0
bache,13.0
transworld,14.0
asamera,14.0
scotia,14.0
veba,14.0
ferc,14.0
seger,14.0
suralco,14.0
managua,14.0
atcor,14.0
realise,14.0
dhabi,14.0
abbett,14.0
tfb,14.0
goodrich,14.0
madagascar,14.0
lufkin,14.0
pincus,14.0
silas,14.0
caracas,14.0
fdic,14.0
bpi,14.0
kaneb,14.0
wmx,14.0
liffe,14.0
ariadne,14.0
giorgio,14.0
arturo,14.0
barwon,14.0
jenrette,14.0
scandinavia,14.0
armtek,14.0
permian,14.0
itel,14.0
fichtel,14.0
allwaste,14.0
eyskens,14.0
nomura,14.0
hague,14.0
narragansett,14.0
foote,14.0
denman,14.0
learjet,14.0
pemex,15.0
aquino,15.0
pinola,15.0
contel,15.0
aramco,15.0
berisford,15.0
suharto,15.0
guatemala,15.0
koehler,15.0
mclean,15.0
nicaragua,15.0
licht,15.0
yulo,15.0
paribas,15.0
bsn,15.0
nabisco,15.0
kato,15.0
lichtblau,15.0
rjr,15.0
licence,15.0
axp,15.0
pittston,15.0
macandrews,15.0
theodore,15.0
preussag,15.0
nogales,15.0
kaunda,15.0
hawley,15.0
ltv,15.0
gorbachev,16.0
nikko,16.0
redland,16.0
parana,16.0
krupp,16.0
echlin,16.0
margoshes,16.0
danforth,16.0
mti,16.0
modulaire,16.0
aegon,16.0
kimberley,16.0
alaskan,16.0
gephardt,16.0
computerland,16.0
pertamina,16.0
seipp,16.0
rexham,16.0
mueller,16.0
annualised,16.0
cwts,16.0
dupont,16.0
istat,17.0
clevite,17.0
sanwa,17.0
rothschild,17.0
saito,17.0
datron,17.0
avana,17.0
papandreou,17.0
zaire,17.0
comalco,17.0
adsteam,17.0
laidlaw,17.0
alcoa,17.0
outokumpu,17.0
keidanren,17.0
heineken,17.0
cetus,17.0
organisations,17.0
hiram,17.0
rmj,17.0
srd,17.0
enquiries,17.0
matthey,17.0
renouf,17.0
squibb,17.0
jorio,17.0
sdr,17.0
gaviria,17.0
anacomp,17.0
gobert,17.0
nymex,17.0
fnv,17.0
coopervision,17.0
balao,17.0
akzo,17.0
proxmire,17.0
endotronics,17.0
hbj,17.0
brusca,17.0
andriessen,17.0
deak,18.0
roubles,18.0
cmb,18.0
pcc,18.0
perelman,18.0
cftc,18.0
aqazadeh,18.0
zccm,18.0
westpac,18.0
cordoba,18.0
dmp,18.0
romero,18.0
roderick,18.0
zambian,18.0
bentsen,18.0
olson,18.0
gould,18.0
cpb,18.0
algerian,18.0
mcivor,18.0
pantera,18.0
brierley,18.0
salvador,18.0
pepsico,18.0
anz,18.0
psbr,19.0
tanzania,19.0
cardenas,19.0
zurich,19.0
tunisia,19.0
sloane,19.0
czarnikow,19.0
citgo,19.0
hutchison,19.0
fcoj,19.0
arango,19.0
montagu,19.0
agip,19.0
rostenkowski,19.0
conagra,20.0
argosystems,20.0
tamura,20.0
rko,20.0
metex,20.0
zico,20.0
kleinwort,20.0
ameritrust,20.0
monsanto,20.0
transamerican,20.0
wtc,20.0
symbion,20.0
iwc,20.0
centres,20.0
royex,20.0
favoured,20.0
alvite,20.0
ultramar,20.0
transco,20.0
unicorp,20.0
diw,20.0
ncr,20.0
harbour,21.0
hillards,21.0
nppc,21.0
reichhold,21.0
lindner,21.0
stabilising,21.0
grisanti,21.0
grenfell,21.0
rha,21.0
minstar,21.0
fhlbb,21.0
celanese,21.0
sarney,21.0
eastman,21.0
temporao,21.0
bangemann,21.0
jovanovich,21.0
azpurua,21.0
ucpb,22.0
upham,22.0
maekawa,22.0
bancroft,22.0
donaldson,22.0
montedison,22.0
tvx,22.0
uccel,22.0
cancelled,22.0
papua,22.0
mulroney,23.0
samjens,23.0
mca,23.0
watanabe,23.0
darman,23.0
calny,23.0
utilicorp,23.0
alusuisse,23.0
ortner,24.0
yugoslav,24.0
rospatch,24.0
swire,24.0
wickes,24.0
ascs,25.0
petroleos,25.0
clercq,25.0
caspar,25.0
epac,25.0
honduras,25.0
oppenheimer,25.0
mhi,25.0
etl,25.0
ivorian,25.0
calmat,25.0
yugoslavia,25.0
iea,25.0
heyman,26.0
sprinkel,26.0
icn,26.0
criticised,26.0
jwt,26.0
xuto,26.0
cenergy,26.0
ecuadorean,26.0
huckaby,26.0
heinz,26.0
liberalisation,26.0
satoshi,27.0
awb,27.0
richfield,27.0
westinghouse,27.0
mulford,27.0
commerzbank,27.0
princeville,27.0
allegis,28.0
metres,28.0
transamerica,28.0
sealy,28.0
encor,28.0
qintex,28.0
kanon,28.0
privatisation,28.0
fitzwater,29.0
edouard,29.0
mthly,29.0
matheson,29.0
mitsui,29.0
stearns,29.0
pillsbury,29.0
conoco,29.0
centre,30.0
capel,30.0
janeiro,30.0
luxembourg,30.0
lbo,30.0
mannesmann,31.0
cgct,31.0
atpc,31.0
painewebber,31.0
norcros,31.0
authorised,31.0
tenneco,31.0
bilzerian,32.0
rexnord,32.0
cbt,32.0
esso,32.0
champlin,32.0
hormuz,32.0
hoechst,33.0
lukman,33.0
gerhard,33.0
pennzoil,33.0
campeau,34.0
stcks,34.0
unocal,34.0
warburg,34.0
conable,34.0
stabilisation,34.0
bancshares,34.0
gelco,34.0
rumours,35.0
cathay,35.0
xon,35.0
monier,35.0
glickman,36.0
burnham,36.0
gabelli,36.0
statoil,36.0
redstone,37.0
chirac,37.0
nazer,37.0
schlesinger,37.0
tmoc,37.0
subroto,37.0
unilever,38.0
schlumberger,39.0
drexel,39.0
hongkong,39.0
norstar,40.0
eia,40.0
sumitomo,41.0
bolivia,41.0
yasuhiro,41.0
boliden,41.0
aegean,41.0
pesch,42.0
bankamerica,43.0
kiichi,43.0
becor,43.0
conrac,43.0
ldp,44.0
cargill,44.0
southmark,45.0
industrialised,45.0
noranda,45.0
fujitsu,45.0
dauster,46.0
saudis,47.0
programme,47.0
newmont,47.0
alcan,47.0
cominco,48.0
rotterdam,48.0
afg,48.0
salomon,48.0
honeywell,48.0
favour,49.0
comdata,49.0
weinberger,50.0
favourable,50.0
petrobras,51.0
balladur,52.0
transcanada,53.0
herrington,54.0
shultz,54.0
edelman,55.0
pdvsa,55.0
wti,55.0
bonn,55.0
inra,56.0
lloyds,56.0
woolworth,56.0
icahn,56.0
totalling,57.0
amoco,58.0
gillette,59.0
amstutz,59.0
defence,59.0
sulphur,60.0
usx,61.0
lme,62.0
revlon,62.0
ferruzzi,64.0
ibc,67.0
algeria,68.0
fairchild,70.0
cyacq,71.0
reuter,71.0
viacom,73.0
citicorp,78.0
licences,80.0
burlington,83.0
harcourt,85.0
stabilise,86.0
miti,88.0
kuwaiti,90.0
chemlawn,91.0
baldrige,92.0
labour,93.0
allegheny,96.0
sosnoff,98.0
stoltenberg,100.0
nippon,102.0
gaf,106.0
sumita,106.0
organisation,109.0
poehl,112.0
texaco,115.0
volcker,121.0
ecus,121.0
nakasone,122.0
aluminium,124.0
miyazawa,125.0
icco,126.0
bancorp,140.0
oecd,140.0
taft,144.0
dixons,149.0
purolator,156.0
lyng,156.0
gnp,158.0
totalled,165.0
shearson,168.0
yeutter,181.0
gatt,240.0
gencorp,248.0
usair,278.0
bundesbank,355.0
